Date,Commodity,State,District,Market,Minimum Price,Maximum Price,Modal Price,Temperature,Rainfall,Humidity
2023-05-12,Spinach,Telangana,Warangal,Warangal Main Market,14,17,16,28.964730764660235,34.15463764668772,58.047079544764514
2023-05-12,Pomegranate,Maharashtra,Nagpur,Nagpur Main Market,125,152,140,36.732477554284806,24.35644890505582,36.014727519264966
2023-05-12,Watermelon,Telangana,Hyderabad,Hyderabad Main Market,19,23,22,28.67814661395299,38.90287338491443,36.12439603542713
2023-05-13,Carrot,Andhra Pradesh,Krishna,Krishna Main Market,37,43,41,28.225400947149556,43.73310223555117,42.464457812183056
2023-05-13,Onion,Maharashtra,Nagpur,Nagpur Main Market,23,28,25,29.43377460038633,14.833334540111709,45.938508975798484
2023-05-13,Papaya,Tamil Nadu,Salem,Salem Main Market,26,30,28,34.06969555680951,27.990282269876545,58.72464516033509
2023-05-13,Cauliflower,Tamil Nadu,Chennai,Chennai Main Market,33,41,38,41.97577963958122,6.157009343969532,42.216059978451774
2023-05-13,Grapes,Maharashtra,Aurangabad,Aurangabad Main Market,83,99,94,29.071784162569514,28.89148640103258,35.89112589703402
2023-05-14,Pomegranate,Karnataka,Mysore,Mysore Main Market,112,146,130,32.30405640471017,44.63954694550601,40.891102981844924
2023-05-14,Tomato,Maharashtra,Nashik,Nashik Main Market,23,27,26,34.50832185318079,48.71185344973962,40.77049757023862
2023-05-14,Green Chilli,Maharashtra,Nashik,Nashik Main Market,52,63,60,41.804320596185434,0.6177601982446379,45.88632264619144
2023-05-14,Pomegranate,Tamil Nadu,Coimbatore,Coimbatore Main Market,161,195,176,37.3003900785358,49.56679735678086,37.21914125076581
2023-05-14,Banana,Telangana,Warangal,Warangal Main Market,42,51,48,30.552514005992357,22.262178844190522,34.98140486354831
2023-05-14,Grapes,Karnataka,Belgaum,Belgaum Main Market,67,89,79,37.08470444577387,26.217607966671043,55.74728395582535
2023-05-14,Grapes,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,76,98,88,30.56770528482185,8.746974878207931,49.14039736928247
2023-05-14,Papaya,Andhra Pradesh,Guntur,Guntur Main Market,22,25,24,31.085722643930428,20.288814044979276,53.12540741683904
2023-05-14,Ginger,Karnataka,Mangalore,Mangalore Main Market,122,155,139,39.4714444692747,4.672260908732396,52.11637651786789
2023-05-14,Papaya,Maharashtra,Mumbai,Mumbai Main Market,30,39,35,34.67083153388416,12.545196853328594,41.44067521063457
2023-05-15,Cauliflower,Karnataka,Mysore,Mysore Main Market,31,40,35,38.21464434210374,7.493332390292218,55.840753908637645
2023-05-15,Spinach,Andhra Pradesh,East Godavari,East Godavari Main Market,16,21,19,28.634457110370487,18.35490886356275,54.24346455089123
2023-05-15,Watermelon,Karnataka,Belgaum,Belgaum Main Market,20,26,24,28.95147185864224,23.075760278250186,55.58171020960966
2023-05-15,Papaya,Maharashtra,Nashik,Nashik Main Market,29,36,34,31.19390803205789,12.158767177862838,53.93628737778695
2023-05-15,Tomato,Karnataka,Mysore,Mysore Main Market,31,39,36,40.92938543645673,32.198421004221586,51.191631181694746
2023-05-15,Watermelon,Andhra Pradesh,West Godavari,West Godavari Main Market,14,18,17,33.48267049005037,9.598689601271026,47.66127496275533
2023-05-15,Green Chilli,Andhra Pradesh,Guntur,Guntur Main Market,55,67,62,36.413986413128534,38.833425257953415,43.276357112255624
2023-05-15,Onion,Karnataka,Hubli,Hubli Main Market,23,29,26,35.74894540965627,13.059066501854266,58.78198862933979
2023-05-15,Ginger,Andhra Pradesh,West Godavari,West Godavari Main Market,125,165,146,36.517168170333235,12.83036452562613,36.176116605445344
2023-05-15,Potato,Karnataka,Belgaum,Belgaum Main Market,21,26,25,28.463245908039653,40.50318023411545,44.134141142851306
2023-05-15,Carrot,Telangana,Ranga Reddy,Ranga Reddy Main Market,25,32,29,28.46586419316961,13.474465378769034,48.67208484034482
2023-05-15,Spinach,Karnataka,Hubli,Hubli Main Market,11,14,13,35.457243142553516,4.124908871515648,35.248211786678844
2023-05-15,Garlic,Telangana,Nizamabad,Nizamabad Main Market,147,189,173,34.99750891174416,24.82607878721092,47.12087685952716
2023-05-16,Banana,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,29,36,34,32.18630706084988,12.105904096810121,57.45297301084524
2023-05-16,Cabbage,Tamil Nadu,Madurai,Madurai Main Market,22,27,24,30.66400261421164,23.536302835682278,49.62791776315461
2023-05-16,Green Chilli,Andhra Pradesh,West Godavari,West Godavari Main Market,50,60,57,36.49274025821339,2.8161840942153074,53.415608338789596
2023-05-16,Grapes,Tamil Nadu,Madurai,Madurai Main Market,64,77,74,30.213820408409177,9.4953069749123,48.42553200589592
2023-05-16,Potato,Karnataka,Mysore,Mysore Main Market,24,30,27,40.3213086560777,38.85747206646831,50.28960136077167
2023-05-16,Spinach,Tamil Nadu,Coimbatore,Coimbatore Main Market,10,13,12,33.69113486256455,39.89398162920729,54.86782782400843
2023-05-16,Spinach,Telangana,Warangal,Warangal Main Market,12,13,13,32.412400487760834,25.323779914958322,52.85606720024981
2023-05-16,Apple,Karnataka,Mysore,Mysore Main Market,90,108,102,34.137751820679426,31.198776167934888,54.17384762085537
2023-05-16,Apple,Maharashtra,Mumbai,Mumbai Main Market,125,151,137,31.189867855902662,1.607207473120592,44.862777389263506
2023-05-17,Cauliflower,Andhra Pradesh,East Godavari,East Godavari Main Market,31,37,35,38.8697979159616,47.46865391854769,34.485666337534376
2023-05-17,Orange,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,57,72,66,41.16635380070568,3.0779525089783433,53.1520928390757
2023-05-17,Spinach,Andhra Pradesh,East Godavari,East Godavari Main Market,12,14,13,34.29486441003187,7.731975566535343,52.900806896563
2023-05-17,Cauliflower,Telangana,Medchal,Medchal Main Market,23,30,27,28.783967783244634,34.765950022119284,37.02619768271119
2023-05-17,Banana,Maharashtra,Mumbai,Mumbai Main Market,33,39,37,31.585193909016738,8.021535469719732,47.63351686256325
2023-05-17,Garlic,Karnataka,Mysore,Mysore Main Market,157,199,175,28.19920992889119,28.163003929661244,54.30866192362083
2023-05-17,Apple,Tamil Nadu,Madurai,Madurai Main Market,128,151,141,28.943731660395088,40.262179825841244,40.57167139656216
2023-05-17,Banana,Maharashtra,Mumbai,Mumbai Main Market,32,41,37,33.73368901247838,21.298886620843753,42.82790607286046
2023-05-17,Brinjal,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Main Market,30,39,35,29.08936146292841,26.912303321918447,41.37440045574226
2023-05-17,Green Chilli,Karnataka,Mysore,Mysore Main Market,39,51,46,40.88185307965367,22.0237464426022,40.030367362127464
2023-05-17,Potato,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,17,21,20,32.37463246760498,17.625036011282702,30.65053371669926
2023-05-18,Potato,Andhra Pradesh,West Godavari,West Godavari Main Market,16,20,18,30.25743170048369,1.4376184151151938,49.92199032681998
2023-05-18,Cabbage,Telangana,Hyderabad,Hyderabad Main Market,15,17,17,36.559141054538124,18.47609960883426,45.97340639888612
2023-05-18,Brinjal,Andhra Pradesh,Krishna,Krishna Main Market,31,40,36,32.83274825854596,0.8816336733399932,50.844868661708276
2023-05-18,Potato,Telangana,Warangal,Warangal Main Market,16,20,19,37.155565555511146,29.864702035952433,30.539570375724573
2023-05-18,Papaya,Karnataka,Mysore,Mysore Main Market,21,27,24,30.572036299239244,37.60386350248777,35.8190132120053
2023-05-18,Green Chilli,Telangana,Medchal,Medchal Main Market,42,49,47,32.00645479673021,10.168832496878371,52.038263809531486
2023-05-18,Spinach,Telangana,Warangal,Warangal Main Market,16,20,18,41.56333731537712,48.126277726031894,52.51492551969467
2023-05-18,Brinjal,Andhra Pradesh,Krishna,Krishna Main Market,24,28,26,34.00914866979181,10.932689092845237,49.971221976628314
2023-05-18,Mango,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Main Market,61,71,67,35.31926200081428,14.737613055259363,33.08251482184727
2023-05-18,Green Chilli,Telangana,Nizamabad,Nizamabad Main Market,57,71,63,31.14719178799256,26.240901435004748,38.041645193903946
2023-05-18,Pomegranate,Maharashtra,Aurangabad,Aurangabad Main Market,124,150,143,30.039419181026634,18.927676674766236,47.61486010254695
2023-05-18,Banana,Tamil Nadu,Salem,Salem Main Market,34,43,40,32.56468482041962,2.7027067473516575,33.120672261520326
2023-05-19,Potato,Tamil Nadu,Coimbatore,Coimbatore Main Market,18,23,21,37.27207644189724,11.223414253309633,41.59298893761671
2023-05-19,Papaya,Maharashtra,Nashik,Nashik Main Market,38,46,41,39.06509924004452,21.897773488923256,34.98420096461671
2023-05-19,Mango,Tamil Nadu,Chennai,Chennai Main Market,80,104,92,35.77120271028036,23.003102334107183,42.227013547106225
2023-05-19,Tomato,Tamil Nadu,Salem,Salem Main Market,24,31,28,40.36902240703934,46.156295491389045,40.83823099171772
2023-05-19,Potato,Karnataka,Bangalore Urban,Bangalore Urban Main Market,18,22,21,37.96017487179589,3.6302706456213976,44.484201294913326
2023-05-19,Mango,Telangana,Nizamabad,Nizamabad Main Market,66,77,73,35.66021878216448,9.31426597329451,43.1821032542323
2023-05-19,Mango,Tamil Nadu,Chennai,Chennai Main Market,51,65,59,38.207043424823716,14.937579840669219,55.879732541918884
2023-05-19,Onion,Telangana,Nizamabad,Nizamabad Main Market,25,33,30,37.13957917732753,42.93884842819943,58.60731473327037
2023-05-19,Tomato,Maharashtra,Nashik,Nashik Main Market,20,25,23,38.94494919327062,37.866246480395596,47.85773475673656
2023-05-19,Cabbage,Tamil Nadu,Madurai,Madurai Main Market,16,19,18,34.60445982153544,27.18009690888927,56.01121510939997
2023-05-19,Onion,Telangana,Warangal,Warangal Main Market,26,31,30,32.277015253518286,0.06555691045174727,39.0816920841993
2023-05-19,Spinach,Telangana,Medchal,Medchal Main Market,11,14,13,33.30975607997509,25.489699694658523,46.57188577283926
2023-05-19,Brinjal,Andhra Pradesh,East Godavari,East Godavari Main Market,24,30,27,30.428034594480987,3.5920754325843687,32.820790632898905
2023-05-19,Banana,Maharashtra,Nagpur,Nagpur Main Market,28,36,33,33.613684091493134,37.46313886422868,40.098660774374075
2023-05-19,Potato,Tamil Nadu,Madurai,Madurai Main Market,19,23,21,28.07602260853816,31.187197790886085,32.29040172325575
2023-05-19,Grapes,Tamil Nadu,Coimbatore,Coimbatore Main Market,103,126,115,34.88467822036546,17.909166139269463,52.62075464463052
2023-05-19,Green Chilli,Andhra Pradesh,Krishna,Krishna Main Market,50,67,59,41.2526984698144,39.57884580787423,39.098984701245556
2023-05-19,Watermelon,Tamil Nadu,Coimbatore,Coimbatore Main Market,16,20,19,32.55917097208812,20.93555413117489,31.81698915570732
2023-05-19,Orange,Karnataka,Belgaum,Belgaum Main Market,54,69,63,30.59652599176369,30.364465182606327,56.14230910435741
2023-05-19,Watermelon,Telangana,Medchal,Medchal Main Market,16,20,19,28.11587812852636,40.551241862553226,36.61058575603959
2023-05-19,Carrot,Telangana,Ranga Reddy,Ranga Reddy Main Market,27,32,30,33.36821587243566,30.486322127840126,51.675418218198075
2023-05-19,Orange,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,47,61,55,39.13055721906762,25.844996704074656,52.25557310375085
2023-05-19,Cauliflower,Maharashtra,Pune,Pune Main Market,18,22,20,34.89622408223767,32.59161852255709,47.050788030577365
2023-05-20,Tomato,Tamil Nadu,Madurai,Madurai Main Market,22,27,25,38.43208795494904,5.977124333092643,50.140751170520275
2023-05-20,Tomato,Telangana,Hyderabad,Hyderabad Main Market,21,25,24,36.006583625124165,43.940276844510066,44.93606504919397
2023-05-20,Mango,Karnataka,Belgaum,Belgaum Main Market,79,96,86,39.93524976671833,9.787882116838054,35.6982984369145
2023-05-20,Mango,Karnataka,Mysore,Mysore Main Market,75,94,89,39.906615836496556,28.343417742139554,53.780458894175325
2023-05-20,Brinjal,Tamil Nadu,Chennai,Chennai Main Market,21,27,24,35.38573689735064,23.003682531499248,42.33558907537316
2023-05-20,Garlic,Telangana,Hyderabad,Hyderabad Main Market,178,224,197,35.54470233332968,26.72204731549198,52.99540158452946
2023-05-21,Cauliflower,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,30,37,33,40.96320659508727,29.450801929793634,38.339300463026234
2023-05-21,Cauliflower,Andhra Pradesh,East Godavari,East Godavari Main Market,24,30,28,36.73175594955811,10.55094571649896,42.313868735076426
2023-05-21,Green Chilli,Karnataka,Bangalore Urban,Bangalore Urban Main Market,48,61,56,37.445459333538636,24.74144279063096,36.09070059060957
2023-05-21,Cabbage,Maharashtra,Aurangabad,Aurangabad Main Market,16,19,18,34.25032148527703,13.554198103359665,52.59676460718181
2023-05-21,Brinjal,Maharashtra,Nagpur,Nagpur Main Market,28,33,31,28.170731857961922,28.39801837055814,45.97134855258355
2023-05-21,Banana,Andhra Pradesh,Guntur,Guntur Main Market,48,58,53,38.63978941280409,3.554040076427323,59.99522308003437
2023-05-21,Brinjal,Karnataka,Hubli,Hubli Main Market,31,37,35,29.74684362778394,8.807310165947351,51.5096980353201
2023-05-21,Papaya,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Main Market,35,40,38,31.176340598654924,35.059547161196285,35.56712040950169
2023-05-21,Apple,Andhra Pradesh,Krishna,Krishna Main Market,116,148,132,41.31387228417138,39.13204024857514,44.386631649783524
2023-05-21,Grapes,Telangana,Hyderabad,Hyderabad Main Market,103,125,116,38.56109160715218,21.347394556573086,43.67194509653939
2023-05-21,Green Chilli,Tamil Nadu,Salem,Salem Main Market,55,68,64,34.14491910420379,27.93621745586253,38.21121748842064
2023-05-21,Cauliflower,Maharashtra,Mumbai,Mumbai Main Market,25,33,29,40.4432170682129,42.18723332182496,46.15718417997543
2023-05-22,Mango,Telangana,Hyderabad,Hyderabad Main Market,82,97,91,39.1226596154722,4.992367102813961,47.75637020183024
2023-05-22,Papaya,Tamil Nadu,Chennai,Chennai Main Market,30,37,34,34.6833556398624,12.214653083603338,55.816376069659356
2023-05-22,Cabbage,Karnataka,Hubli,Hubli Main Market,15,19,17,33.13140132261581,16.62766580042476,52.99781420765187
2023-05-22,Carrot,Telangana,Medchal,Medchal Main Market,32,40,36,28.20493234458873,45.383110941932856,47.03630796258271
2023-05-22,Onion,Telangana,Warangal,Warangal Main Market,30,37,34,29.68210293645209,28.597956599546777,54.84923978155163
2023-05-22,Cabbage,Andhra Pradesh,Guntur,Guntur Main Market,21,25,23,31.315733471907436,49.97390339626453,52.458300731148896
2023-05-22,Orange,Andhra Pradesh,East Godavari,East Godavari Main Market,60,69,65,31.317358754983808,40.795011046117615,43.195121089852854
2023-05-22,Watermelon,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,16,20,19,39.61877835863873,19.976648759889297,39.21210884750981
2023-05-22,Cabbage,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Main Market,19,23,21,32.28367791599166,44.81453779436922,59.46828363662554
2023-05-23,Orange,Karnataka,Belgaum,Belgaum Main Market,75,88,84,40.408784819024724,45.70394248819851,59.30649041919065
2023-05-23,Papaya,Andhra Pradesh,West Godavari,West Godavari Main Market,39,50,44,39.21749558287807,32.61881165078033,49.34005348295921
2023-05-23,Apple,Andhra Pradesh,Krishna,Krishna Main Market,146,179,169,41.92637244722822,3.8140240075845933,38.91222503406199
2023-05-23,Garlic,Maharashtra,Pune,Pune Main Market,131,162,151,37.493382710735546,42.24405417867772,37.91410434609326
2023-05-23,Garlic,Telangana,Hyderabad,Hyderabad Main Market,194,241,213,32.020153712635725,2.608961224357065,39.53244362542807
2023-05-23,Grapes,Karnataka,Belgaum,Belgaum Main Market,61,80,72,36.78437127049435,41.09508754198936,34.28377945071728
2023-05-23,Cauliflower,Maharashtra,Mumbai,Mumbai Main Market,24,30,27,28.77839261520217,32.53595694420667,53.32575168360515
2023-05-23,Pomegranate,Telangana,Hyderabad,Hyderabad Main Market,153,200,178,39.32454974166612,5.888263424865858,42.448330567486266
2023-05-23,Brinjal,Karnataka,Belgaum,Belgaum Main Market,31,38,35,34.16171981777896,20.496652587427977,30.842272380398974
2023-05-24,Banana,Karnataka,Bangalore Urban,Bangalore Urban Main Market,35,45,40,38.388197923453376,9.771933362792106,48.33951836804292
2023-05-24,Potato,Andhra Pradesh,East Godavari,East Godavari Main Market,22,27,25,29.019417327700065,16.869221266017632,40.43251243873078
2023-05-24,Banana,Telangana,Hyderabad,Hyderabad Main Market,31,39,35,33.907600450060514,37.6301739352598,46.64869666512803
2023-05-24,Grapes,Karnataka,Mysore,Mysore Main Market,90,109,96,39.83910281949462,36.59215046075229,35.882642702467635
2023-05-24,Tomato,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,27,32,30,33.81288124332675,40.21026036563371,55.501072910779854
2023-05-24,Pomegranate,Karnataka,Belgaum,Belgaum Main Market,118,142,129,37.85323458644845,0.7862054821569042,45.61981321408009
2023-05-24,Potato,Karnataka,Mangalore,Mangalore Main Market,21,26,25,38.50018173926446,45.78727584790362,55.346837336551005
2023-05-24,Apple,Andhra Pradesh,Krishna,Krishna Main Market,140,163,152,30.14012828287074,14.238251805515079,44.704768227697485
2023-05-24,Grapes,Tamil Nadu,Salem,Salem Main Market,81,100,88,37.92531875937665,42.406180813691236,59.339425805063726
2023-05-24,Spinach,Telangana,Warangal,Warangal Main Market,12,15,14,30.458410303032245,34.789957978006555,53.80931900959859
2023-05-24,Mango,Telangana,Medchal,Medchal Main Market,88,113,99,29.16934813660576,10.919684100772347,40.57869301245592
2023-05-24,Tomato,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,19,23,21,33.59061414122532,7.017021589886441,48.98783476616384
2023-05-25,Tomato,Andhra Pradesh,Guntur,Guntur Main Market,24,27,26,34.42526263662911,41.80967634546432,42.706668987603955
2023-05-25,Apple,Telangana,Hyderabad,Hyderabad Main Market,109,144,128,39.04248388218501,37.617341336608305,58.46905525229873
2023-05-25,Orange,Andhra Pradesh,East Godavari,East Godavari Main Market,52,65,57,40.969916864242265,14.306641510793366,30.500455528259643
2023-05-25,Spinach,Karnataka,Mangalore,Mangalore Main Market,12,15,14,28.691375299100446,6.3886831311392385,57.77361873450107
2023-05-25,Brinjal,Telangana,Ranga Reddy,Ranga Reddy Main Market,23,28,26,34.021894737250435,41.93545550890701,31.846587589300935
2023-05-25,Brinjal,Maharashtra,Aurangabad,Aurangabad Main Market,28,35,31,40.70100462085484,40.92065276982632,31.70336752500809
2023-05-25,Grapes,Maharashtra,Pune,Pune Main Market,97,127,115,32.8769807752869,24.191610375399915,38.294834932824806
2023-05-25,Tomato,Maharashtra,Nashik,Nashik Main Market,23,29,26,29.795633205770798,46.93161287080409,39.17047495058456
2023-05-26,Watermelon,Karnataka,Hubli,Hubli Main Market,18,23,21,32.78119759646717,34.43942371470774,41.53849462630123
2023-05-26,Onion,Andhra Pradesh,Guntur,Guntur Main Market,29,37,34,33.13989973871481,35.531296292776254,50.896497822597254
2023-05-26,Watermelon,Maharashtra,Nashik,Nashik Main Market,20,25,23,30.319264442194775,33.3574486498989,50.2969468480651
2023-05-26,Cauliflower,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Main Market,18,22,21,28.50081711853944,23.663175935523352,50.23885477505057
2023-05-26,Orange,Telangana,Medchal,Medchal Main Market,65,77,74,29.218765672762206,40.889269332945084,53.70013229306624
2023-05-26,Orange,Tamil Nadu,Salem,Salem Main Market,64,79,71,32.49541564515792,17.07673879879243,53.059025603069514
2023-05-26,Ginger,Andhra Pradesh,West Godavari,West Godavari Main Market,114,147,129,34.219935392943114,23.9449979023523,38.95423864372158
2023-05-26,Ginger,Karnataka,Mysore,Mysore Main Market,131,157,139,31.96869045625983,42.46205677563319,35.15935469601111
2023-05-26,Spinach,Andhra Pradesh,West Godavari,West Godavari Main Market,12,16,15,31.91058701817527,25.701358204099016,58.37439701166119
2023-05-26,Carrot,Telangana,Medchal,Medchal Main Market,39,48,42,36.48647151520599,45.94516163953036,56.541440261805626
2023-05-26,Garlic,Andhra Pradesh,West Godavari,West Godavari Main Market,188,234,216,39.04467798335555,29.274316926046108,33.03164544857974
2023-05-26,Banana,Tamil Nadu,Chennai,Chennai Main Market,32,41,38,36.689751903587805,32.948704017938866,37.871639220890245
2023-05-27,Carrot,Maharashtra,Mumbai,Mumbai Main Market,40,46,43,40.653595065830025,4.778601728948628,40.01401118796013
2023-05-27,Potato,Telangana,Medchal,Medchal Main Market,16,19,18,28.219386247011773,38.03605467027025,31.130889756070708
2023-05-27,Apple,Andhra Pradesh,Krishna,Krishna Main Market,123,144,138,33.113613163083386,7.454386979595223,59.54691534315201
2023-05-27,Carrot,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,38,51,45,31.271981948608477,22.669933348186692,42.16270458595075
2023-05-27,Orange,Tamil Nadu,Madurai,Madurai Main Market,50,63,57,33.95095609980105,11.7941421007491,34.63680902336676
2023-05-27,Cabbage,Andhra Pradesh,Visakhapatnam,Visakhapatnam Main Market,13,17,16,29.48100406440354,29.545961932771327,36.601301209592194
2023-05-27,Onion,Karnataka,Hubli,Hubli Main Market,24,32,29,32.07248747922492,35.48133095344893,54.93409242605098
2023-05-27,Tomato,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Main Market,22,26,24,34.670387492366146,27.306581565133246,40.02079661567414
2023-05-27,Mango,Tamil Nadu,Coimbatore,Coimbatore Main Market,77,100,88,29.5579423820182,30.691063642250825,34.45027330889023
2023-05-27,Garlic,Andhra Pradesh,West Godavari,West Godavari Main Market,182,222,206,36.880182572370074,9.579897316193625,41.744093884302146
2023-05-27,Mango,Telangana,Medchal,Medchal Main Market,85,105,93,28.605700606217013,24.749387053068688,31.418129697368496
2023-05-27,Tomato,Tamil Nadu,Coimbatore,Coimbatore Main Market,21,25,23,28.5994391469336,28.726518903154602,33.98277463037119
2023-05-27,Apple,Karnataka,Mangalore,Mangalore Main Market,152,199,178,39.58636794091115,2.4211481052836934,33.683509633158245
2023-05-27,Garlic,Karnataka,Belgaum,Belgaum Main Market,143,181,158,30.041940535430328,24.097861190178033,30.92335207667834
2023-05-27,Green Chilli,Andhra Pradesh,East Godavari,East Godavari Main Market,45,57,53,31.486401311503343,24.507412890547847,36.361460676669715
2023-05-28,Apple,Telangana,Ranga Reddy,Ranga Reddy Main Market,123,141,131,38.7737496497669,11.970121431111986,44.32942105455663
2023-05-28,Orange,Telangana,Ranga Reddy,Ranga Reddy Main Market,48,60,56,41.345752542901785,10.174840437579919,45.99295146428651
2023-05-28,Potato,Maharashtra,Nashik,Nashik Main Market,19,23,22,35.70564407993672,19.70797006091813,59.75006805387564
2023-05-28,Onion,Andhra Pradesh,Guntur,Guntur Main Market,36,43,39,41.75528218878969,36.24791992026844,50.55217023344025
2023-05-28,Pomegranate,Tamil Nadu,Chennai,Chennai Main Market,184,227,203,40.63515519019043,31.15589312947702,48.26371408319816
2023-05-28,Cauliflower,Tamil Nadu,Coimbatore,Coimbatore Main Market,19,24,22,29.890711363832402,10.006887809329573,33.83357289779799
2023-05-29,Garlic,Andhra Pradesh,Krishna,Krishna Main Market,162,210,187,32.19126966614146,14.327560238676828,53.38682976791348
2023-05-29,Grapes,Maharashtra,Nagpur,Nagpur Main Market,66,78,72,33.6549565605614,36.2280835133216,52.49526941881068
2023-05-29,Grapes,Telangana,Hyderabad,Hyderabad Main Market,108,125,115,34.990399695639894,15.462343586708055,46.42922129012656
2023-05-29,Carrot,Andhra Pradesh,Guntur,Guntur Main Market,38,48,45,40.798737483628976,41.11209210841309,42.332121602157216
2023-05-29,Tomato,Karnataka,Bangalore Urban,Bangalore Urban Main Market,28,37,33,38.28353600232829,10.820608798454018,48.902262320264484
2023-05-29,Apple,Telangana,Warangal,Warangal Main Market,113,136,124,30.04564628529167,7.938990257779621,47.74558888389201
2023-05-29,Ginger,Maharashtra,Nashik,Nashik Main Market,145,178,165,41.11731700575051,3.7493515827197674,57.0592259629324
2023-05-29,Spinach,Tamil Nadu,Coimbatore,Coimbatore Main Market,19,24,22,38.71375954185133,9.465629358340589,58.37705127180159
2023-05-30,Cauliflower,Karnataka,Mangalore,Mangalore Main Market,23,27,26,35.095117266241466,41.393737545116586,50.62616404425461
2023-05-30,Spinach,Telangana,Nizamabad,Nizamabad Main Market,19,23,21,38.980683098326445,39.22848565055256,59.53033871041237
2023-05-30,Potato,Tamil Nadu,Coimbatore,Coimbatore Main Market,18,21,20,37.24657994312199,37.22671306740224,45.96214607622461
2023-05-30,Apple,Maharashtra,Mumbai,Mumbai Main Market,96,121,112,37.56824533198703,46.710684355609025,43.11750510668608
2023-05-30,Cauliflower,Karnataka,Bangalore Urban,Bangalore Urban Main Market,26,34,30,35.13902358290501,44.46200401180253,59.31866335944719
2023-05-30,Carrot,Telangana,Medchal,Medchal Main Market,28,34,33,29.95037720674642,11.131825732822714,55.02007525545695
2023-05-30,Onion,Andhra Pradesh,Krishna,Krishna Main Market,31,36,34,32.81106575281382,34.097147899117594,56.716625431379946
2023-05-30,Onion,Karnataka,Hubli,Hubli Main Market,38,47,42,41.479571757738,18.29434850653123,31.979388058636516
2023-05-30,Brinjal,Karnataka,Mysore,Mysore Main Market,24,33,29,33.77043763640318,35.728532603711145,52.56652179500688
2023-05-30,Onion,Andhra Pradesh,Guntur,Guntur Main Market,34,40,38,37.21241836854872,19.878370444432324,53.592875239901815
2023-05-30,Watermelon,Tamil Nadu,Coimbatore,Coimbatore Main Market,18,22,20,40.34019904089607,23.934673532309663,30.408212826351875
2023-05-31,Banana,Karnataka,Bangalore Urban,Bangalore Urban Main Market,43,55,51,40.02012456038786,46.44297452678549,48.69059221323417
2023-05-31,Banana,Karnataka,Mangalore,Mangalore Main Market,36,42,39,34.575767350210825,44.037850031891736,37.47761486840693
2023-05-31,Onion,Tamil Nadu,Chennai,Chennai Main Market,32,37,35,29.457401992801408,8.816405093740276,34.17917225241179
2023-05-31,Orange,Andhra Pradesh,East Godavari,East Godavari Main Market,61,76,67,35.981773738660955,7.539351894665086,40.53233087913952
2023-05-31,Watermelon,Maharashtra,Aurangabad,Aurangabad Main Market,16,19,18,36.08937274271286,17.08747193134814,59.1425899799886
2023-05-31,Cabbage,Karnataka,Mysore,Mysore Main Market,14,19,17,37.58959717127859,27.663585869374984,31.006608052386724
2023-05-31,Spinach,Maharashtra,Mumbai,Mumbai Main Market,16,18,18,34.89754689519368,41.29638711099628,46.1412596654053
2023-06-01,Cauliflower,Andhra Pradesh,East Godavari,East Godavari Main Market,27,31,30,33.70985502015395,9.415786717923785,42.650669538499194
2023-06-01,Orange,Telangana,Hyderabad,Hyderabad Main Market,49,63,57,33.849222568422164,47.34772279329736,51.24317145979897
2023-06-01,Papaya,Maharashtra,Pune,Pune Main Market,24,28,26,35.01388078101261,6.8346521757923,49.48297140889074
2023-06-01,Papaya,Tamil Nadu,Coimbatore,Coimbatore Main Market,32,39,36,28.908347869178872,34.23199177827366,43.4286543570961
2023-06-01,Orange,Karnataka,Hubli,Hubli Main Market,64,76,72,33.97169362975687,49.12298462803583,57.1394812071791
2023-06-01,Orange,Telangana,Ranga Reddy,Ranga Reddy Main Market,76,91,86,41.77193228926213,37.40042184544708,51.46407100199718
2023-06-01,Cauliflower,Karnataka,Mysore,Mysore Main Market,32,41,38,38.16449311209568,40.07625780942896,38.425704417302754
2023-06-01,Ginger,Maharashtra,Pune,Pune Main Market,126,159,145,40.09028881347132,38.09836258490718,53.181955555951035
2023-06-01,Potato,Tamil Nadu,Madurai,Madurai Main Market,14,17,16,35.798852217502294,23.556141407088305,38.93386282701519
2023-06-01,Cauliflower,Telangana,Warangal,Warangal Main Market,37,43,40,40.6680192378776,2.0216305347632635,35.02720188132562
